transaction_id,date,customer_id,items,items_count,total_value,marketing_channel,has_promo
889,2025-06-19,214,1011;1009;1013;1015,4,4.51,none,0
890,2025-06-19,50,1011;1026;1005,3,5.4,email,0
891,2025-06-19,134,1017;1007;1015;1012;1019,5,7.93,none,1
892,2025-06-19,87,1018;1017;1022;1003,4,11.04,none,0
893,2025-06-19,56,1012;1029,2,4.38,none,0
894,2025-06-19,72,1018,1,1.15,none,0
895,2025-06-19,61,1019;1016;1017;1015,4,6.33,social,1
896,2025-06-19,225,1028;1029;1025;1016;1030,5,19.33,none,0
897,2025-06-20,201,1010;1024;1004;1006;1005,5,6.35,none,1
898,2025-06-20,84,1028;1002;1026,3,7.66,none,1
899,2025-06-20,152,1026;1001;1003;1004;1025;1013;1016,7,13.25,none,1
900,2025-06-20,263,1018;1009;1027;1026,4,8.03,email,0
901,2025-06-20,257,1019;1015,2,4.59,none,0
902,2025-06-20,141,1011;1012;1014,3,3.26,email,1
903,2025-06-20,125,1002;1018;1023;1003,4,8.34,none,0
904,2025-06-20,295,1002;1017;1003;1004,4,7.45,email,0
905,2025-06-20,159,1020;1008;1024;1025,4,8.46,social,1
906,2025-06-20,202,1011;1016;1027,3,6.25,none,0
907,2025-06-20,107,1002;1001;1026;1004,4,9.34,none,0
908,2025-06-20,106,1030;1012;1022,3,14.22,social,1
909,2025-06-20,288,1026;1025,2,5.33,none,0
910,2025-06-20,16,1019;1016;1027,3,8.47,social,0
911,2025-06-20,108,1028;1012;1013;1029,4,8.61,social,1
912,2025-06-20,208,1010;1011;1013;1014;1021,5,10.81,none,1
913,2025-06-20,85,1001,1,1.95,email,0
914,2025-06-20,26,1017;1027;1026;1020;1023;1019,6,17.12,email,1
915,2025-06-20,71,1027;1021;1026;1025,4,13.37,none,1
916,2025-06-20,249,1011;1013;1010,3,4.2,email,0
917,2025-06-20,70,1011;1009;1022,3,8.59,none,0
918,2025-06-20,127,1021;1001;1003,3,11.16,email,0
919,2025-06-20,113,1006;1007;1008,3,4.39,social,0
920,2025-06-20,113,1023;1021;1024;1015,4,13.55,none,0
921,2025-06-20,260,1020;1024;1003;1015;1019,5,12.74,none,0
922,2025-06-20,94,1018;1024;1015,3,3.7,none,1
923,2025-06-20,193,1026;1001;1024,3,6.5,email,1
924,2025-06-20,121,1027;1026,2,6.22,email,0
925,2025-06-20,244,1006;1004;1005,3,3.85,social,0
926,2025-06-20,74,1017;1004;1022;1008;1005,5,11.29,none,1
927,2025-06-20,39,1011;1029,2,4.36,none,0
928,2025-06-20,251,1018;1016;1027,3,5.7,none,1
929,2025-06-20,227,1023;1027,2,4.96,none,1
930,2025-06-20,28,1006;1007;1008;1014,4,5.3,email,1
931,2025-06-20,177,1019;1023;1021;1020,4,16.68,email,1
932,2025-06-20,165,1011;1018;1010,3,3.87,none,0
933,2025-06-20,291,1019;1014;1015,3,5.82,none,0
934,2025-06-20,103,1007;1023;1029;1025,4,8.4,social,1
935,2025-06-20,237,1028;1030,2,12.25,none,0
936,2025-06-20,50,1006;1016,2,2.29,none,1
937,2025-06-20,132,1017;1001;1003,3,5.23,email,0
938,2025-06-20,42,1027;1026,2,6.22,none,0
939,2025-06-20,287,1016;1003;1004,3,4.95,none,1
940,2025-06-20,228,1028;1006;1009;1003,4,5.9,email,1
941,2025-06-20,298,1009;1027;1025,3,5.77,email,0
942,2025-06-20,148,1016;1017,2,3.25,social,0
943,2025-06-20,35,1011;1030,2,9.77,email,0
944,2025-06-20,193,1028;1018,2,4.95,none,0
945,2025-06-20,27,1028;1029;1030,3,15.29,none,0
946,2025-06-20,95,1006;1025,2,3.03,none,0
947,2025-06-20,260,1018;1017;1013;1015;1019;1030,6,16.99,email,0
948,2025-06-21,227,1006;1008;1022,3,9.46,none,0
949,2025-06-21,129,1006;1016;1008;1015,4,5.83,email,0
950,2025-06-21,157,1019;1018;1016;1015,4,6.17,none,1
951,2025-06-21,186,1006;1007;1008,3,4.04,email,1
952,2025-06-21,243,1007;1008;1026,3,5.85,none,1
953,2025-06-21,291,1002;1024;1010,3,5.28,none,1
954,2025-06-21,28,1023;1014;1029,3,6.72,none,1
955,2025-06-21,238,1027;1008,2,4.93,email,0
956,2025-06-21,238,1018;1016;1007;1015,4,5.67,none,0
957,2025-06-21,166,1002;1026;1009;1001;1024;1003;1004;1025;1007,9,14.54,email,1
958,2025-06-21,112,1016;1026,2,4.41,email,1
959,2025-06-21,266,1016;1001;1026,3,6.49,social,1
960,2025-06-21,118,1013;1030,2,9.3,social,1
961,2025-06-21,199,1001;1029;1025;1011;1030,5,14.65,email,1
962,2025-06-21,160,1006;1016;1007;1015,4,4.42,none,1
963,2025-06-21,271,1028;1013;1008;1010,4,8.61,none,0
964,2025-06-21,266,1007;1023;1026;1005,4,8.75,email,0
965,2025-06-21,25,1019;1023,2,6.67,email,0
966,2025-06-21,89,1013;1008;1015,3,4.46,email,0
967,2025-06-21,154,1012;1021,2,8.08,email,1
968,2025-06-21,276,1017;1007;1029,3,4.8,social,1
969,2025-06-21,77,1020;1009;1029;1030,4,16.22,social,0
970,2025-06-21,260,1025;1001;1003,3,6.02,social,0
971,2025-06-21,194,1028;1029;1030,3,14.37,email,1
972,2025-06-21,103,1019;1026;1022,3,11.34,none,1
973,2025-06-21,163,1007;1027;1004;1005,4,6.1,social,1
974,2025-06-21,116,1018;1017;1016,3,4.4,none,0
975,2025-06-21,198,1028;1011;1014;1010,4,7.75,none,0
976,2025-06-21,117,1020;1019;1024;1022,4,16.34,none,0
977,2025-06-21,208,1027;1029,2,6.04,email,0
978,2025-06-21,273,1023;1001;1030,3,12.85,social,1
979,2025-06-21,12,1010;1009;1011;1013;1014;1012,6,7.43,none,0
980,2025-06-21,218,1028,1,3.8,none,0
981,2025-06-21,85,1018;1001;1025;1021;1008;1005,6,15.25,none,0
982,2025-06-21,236,1012;1017;1009;1010,4,4.72,none,0
983,2025-06-21,150,1019;1007,2,4.77,email,1
984,2025-06-21,235,1020;1010;1024;1012;1019;1021,6,19.72,none,0
985,2025-06-21,27,1009;1005,2,1.33,none,1
986,2025-06-21,94,1019;1018;1016;1015,4,7.67,social,0
987,2025-06-21,193,1017;1013;1015;1006;1019,5,8.31,none,0
988,2025-06-21,90,1028;1011;1013;1026,4,9.32,social,1
989,2025-06-21,194,1007;1027;1025,3,6.65,none,0
990,2025-06-21,51,1018;1017;1016;1019;1015;1012;1022,7,16.94,none,0
991,2025-06-21,271,1016;1020,2,6.0,social,0
992,2025-06-22,133,1019;1013;1009;1020,4,9.75,social,0
993,2025-06-22,99,1006;1019,2,4.46,none,0
994,2025-06-22,296,1003;1020,2,6.03,email,0
995,2025-06-22,188,1023;1026;1003,3,8.31,none,0
996,2025-06-22,280,1026;1024;1029;1006;1030,5,17.75,none,0
997,2025-06-22,132,1009;1016;1004;1005,4,5.24,none,1
998,2025-06-22,281,1010,1,1.4,email,0
999,2025-06-22,86,1006;1009;1017,3,2.73,email,1
1000,2025-06-22,64,1006;1005;1013;1004,4,5.33,none,0
1001,2025-06-22,195,1026;1025,2,5.33,email,0
1002,2025-06-22,64,1009;1029;1010,3,5.1,social,0
1003,2025-06-22,167,1015,1,1.05,email,0
1004,2025-06-22,116,1027;1026;1023;1025;1016,5,12.72,email,1
1005,2025-06-22,282,1012;1025,2,3.45,email,0
1006,2025-06-22,222,1018;1017;1024;1015;1016;1030,6,14.55,email,1
1007,2025-06-22,224,1002;1027;1010;1024;1003,5,9.89,none,1
1008,2025-06-22,270,1024;1029;1003;1011;1030,5,16.89,email,0
1009,2025-06-22,50,1001;1026;1004,3,7.24,none,0
1010,2025-06-22,172,1012;1019;1023;1024,4,10.13,social,0
1011,2025-06-22,190,1017;1014;1029;1010,4,6.99,none,0
1012,2025-06-22,299,1016;1004;1020,3,8.07,none,0
1013,2025-06-22,69,1018,1,1.0,none,1
1014,2025-06-22,38,1019;1020,2,7.61,email,0
1015,2025-06-22,22,1013;1027;1029,3,6.11,none,1
1016,2025-06-22,17,1020;1009;1022,3,11.34,none,0
1017,2025-06-22,39,1007;1015,2,2.09,email,1
1018,2025-06-22,5,1002;1001;1004,3,6.12,none,0
1019,2025-06-22,202,1030;1023;1029;1015,4,14.68,email,1
1020,2025-06-22,296,1028;1013,2,5.28,none,0
1021,2025-06-22,280,1018;1019;1003;1015,4,6.38,social,1
1022,2025-06-22,153,1019;1001;1015,3,6.54,none,0
1023,2025-06-22,191,1010;1030;1012;1022,4,17.8,none,0
1024,2025-06-22,273,1017;1016;1019;1008;1022,5,15.33,email,0
1025,2025-06-22,254,1023;1024;1026;1020,4,10.13,none,1
1026,2025-06-22,289,1002;1020;1023;1019;1011;1016,6,16.09,none,0
1027,2025-06-22,153,1016;1024,2,4.05,none,0
1028,2025-06-22,237,1006;1005;1004;1030,4,12.3,email,0
1029,2025-06-22,285,1018;1017;1026;1005,4,6.55,social,0
1030,2025-06-22,70,1018;1004;1015,3,4.27,email,0
1031,2025-06-22,284,1006;1007;1015;1010,4,4.63,social,1
1032,2025-06-22,52,1018;1023;1007;1015;1019,5,8.81,email,1
1033,2025-06-22,154,1026;1020,2,7.29,none,0
1034,2025-06-22,135,1028;1016;1030,3,14.18,none,0
1035,2025-06-22,162,1002,1,2.1,email,0
1036,2025-06-22,157,1026;1027;1022;1025,4,14.94,email,0
1037,2025-06-22,157,1011;1023;1014,3,5.68,none,0
1038,2025-06-22,132,1028;1025;1029;1030,4,17.4,none,0
1039,2025-06-22,105,1028;1011;1006;1003,4,8.0,none,0
1040,2025-06-22,227,1029;1004;1005;1015;1030,5,13.28,none,1
1041,2025-06-22,272,1013;1008,2,3.22,none,1
1042,2025-06-22,102,1007;1008;1029;1004,4,8.58,none,0
1043,2025-06-22,234,1027;1030,2,11.45,none,0
1044,2025-06-22,186,1023;1004;1022;1008;1005,5,12.12,none,1
1045,2025-06-22,44,1016;1008;1009,3,4.52,social,0
1046,2025-06-22,289,1011;1004,2,3.21,social,1
1047,2025-06-22,283,1011;1023,2,4.45,email,0
1048,2025-06-22,273,1009;1014;1022;1010,4,9.9,none,0
1049,2025-06-22,14,1011;1026;1025,3,6.65,email,0
1050,2025-06-22,253,1019;1022;1024;1030,4,20.72,email,0
1051,2025-06-22,229,1020;1009;1003,3,5.55,email,1
1052,2025-06-22,139,1018;1030,2,8.54,email,1
1053,2025-06-22,171,1011;1012;1029,3,5.07,none,1
1054,2025-06-22,55,1028;1002;1029;1013;1021,5,15.74,none,1
1055,2025-06-22,189,1027;1001;1024;1025,4,9.18,none,0
1056,2025-06-22,290,1012;1007;1010,3,4.28,social,0
1057,2025-06-22,189,1021;1003,2,7.5,none,1
1058,2025-06-23,267,1012;1013;1010,3,4.22,none,0
1059,2025-06-23,4,1006;1007;1008;1005,4,5.25,none,0
1060,2025-06-23,153,1002;1027;1026;1024;1025;1014,6,13.78,none,0
1061,2025-06-23,39,1018;1014;1010,3,3.78,none,0
1062,2025-06-23,290,1013;1014;1010,3,4.11,none,0
1063,2025-06-23,283,1019;1016;1004;1015,4,8.59,none,0
1064,2025-06-23,123,1018;1016,2,3.08,email,0
1065,2025-06-23,275,1018;1007,2,2.69,social,0
1066,2025-06-23,299,1008;1001,2,3.44,none,1
1067,2025-06-23,219,1027;1026;1025;1013;1005,5,10.67,none,0
1068,2025-06-23,57,1016;1017,2,3.25,none,0
1069,2025-06-23,58,1025;1027;1024;1020,4,10.47,none,1
1070,2025-06-23,94,1018;1004;1029;1030,4,13.06,none,1
1071,2025-06-23,141,1002;1016;1013;1015;1012,5,7.9,none,0
1072,2025-06-23,207,1006;1022,2,7.53,social,0
1073,2025-06-23,266,1016;1008;1005,3,4.14,social,1
1074,2025-06-23,144,1028;1029;1025;1004;1021;1030,6,26.72,social,0
1075,2025-06-23,13,1029;1004;1011;1013;1014;1030,6,17.59,email,0
1076,2025-06-23,167,1025;1027;1030,3,13.56,none,0
1077,2025-06-23,135,1017;1027;1026;1025,4,9.65,email,0
1078,2025-06-23,161,1023;1007,2,4.67,email,0
1079,2025-06-23,88,1026,1,2.62,social,1
1080,2025-06-23,193,1020;1023;1019;1016;1021,5,19.92,none,0
1081,2025-06-23,271,1018;1026;1001;1003;1019,5,11.82,none,0
1082,2025-06-23,201,1019;1008;1015,3,6.19,social,1
1083,2025-06-23,139,1028;1004;1007;1008;1005,5,9.48,none,1
1084,2025-06-23,241,1025;1001;1003;1004,4,8.09,none,0
1085,2025-06-23,148,1026;1007;1006;1021;1005,5,13.79,social,0
1086,2025-06-23,107,1002;1011;1009;1003,4,6.04,social,0
1087,2025-06-23,172,1023;1022;1027;1010,4,11.8,none,1
1088,2025-06-23,215,1027;1026;1009;1025;1013;1007,6,12.01,none,0
1089,2025-06-23,139,1021,1,7.25,none,0
1090,2025-06-23,52,1018;1016;1015;1019;1030,5,14.06,none,1
1091,2025-06-23,62,1009;1013,2,2.14,social,0
1092,2025-06-23,282,1018;1016;1017;1015,4,5.45,social,0
1093,2025-06-23,274,1006;1025,2,3.03,email,0
1094,2025-06-24,112,1025;1003;1022;1010,4,11.36,email,1
1095,2025-06-24,203,1002;1018;1017;1001;1025,5,8.63,none,0
1096,2025-06-24,100,1002;1001;1024;1025;1019,5,10.94,none,1
1097,2025-06-24,273,1028;1004,2,4.99,none,1
1098,2025-06-24,112,1027;1023;1024;1003;1022,5,15.11,social,1
1099,2025-06-24,282,1021;1011;1009;1014,4,9.19,social,1
1100,2025-06-24,258,1028;1012;1001,3,7.09,none,0
1101,2025-06-24,252,1011;1027,2,3.6,email,1
1102,2025-06-24,10,1006;1007;1008;1030,4,12.84,none,0
1103,2025-06-24,114,1006;1007,2,2.06,email,1
1104,2025-06-24,219,1006;1030,2,9.37,none,0
1105,2025-06-24,281,1027;1026,2,6.22,none,0
1106,2025-06-24,135,1027;1026;1025;1013;1005,5,10.67,email,0
1107,2025-06-24,25,1020;1023;1024;1025;1019,5,14.97,none,0
1108,2025-06-24,218,1018;1016;1012,3,4.42,social,0
1109,2025-06-24,14,1002;1001;1025;1003;1011,5,9.44,none,0
1110,2025-06-24,129,1019;1009;1013;1014,4,5.58,email,1
1111,2025-06-24,15,1002;1003,2,4.06,email,0
1112,2025-06-24,29,1019;1022,2,8.79,email,1
1113,2025-06-24,54,1014,1,1.23,none,0
1114,2025-06-24,289,1002;1004,2,3.35,social,1
1115,2025-06-24,270,1028;1030;1004;1007;1005,5,15.27,email,1
1116,2025-06-24,197,1012;1016;1018;1025,4,6.53,none,0
1117,2025-06-24,187,1008,1,1.69,social,1
1118,2025-06-24,154,1023;1021;1024,3,12.5,none,0
1119,2025-06-24,248,1007;1025,2,3.65,email,0
1120,2025-06-24,232,1005;1008;1024;1025,4,7.02,email,0
1121,2025-06-24,88,1028;1030,2,11.15,email,1
1122,2025-06-24,145,1018;1010;1009;1024;1013;1014,6,8.04,none,0
1123,2025-06-24,173,1002;1023;1001;1024;1019;1015;1012,7,15.23,none,0
1124,2025-06-24,131,1018;1017;1016;1015;1019,5,8.99,none,0
1125,2025-06-24,153,1028;1006;1019;1009,4,8.92,social,0
1126,2025-06-24,258,1019;1001;1026;1025,4,10.82,none,0
1127,2025-06-24,123,1006;1007;1008;1005,4,5.25,social,0
1128,2025-06-24,223,1028;1001;1003;1012;1008;1030,6,19.43,none,0
1129,2025-06-24,61,1023;1020,2,7.2,social,0
1130,2025-06-24,60,1018;1016,2,3.08,none,0
1131,2025-06-24,234,1010;1007;1029;1030,4,14.43,none,0
1132,2025-06-24,134,1026;1010;1011;1006;1005,5,7.72,none,0
1133,2025-06-24,241,1011,1,1.32,social,0
1134,2025-06-24,95,1019;1017;1023;1003,4,9.95,social,0
1135,2025-06-24,266,1007;1006;1012;1008;1005,5,6.59,none,0
1136,2025-06-24,100,1026;1023;1001;1025;1013,5,11.89,none,0
1137,2025-06-24,63,1019;1017;1003,3,6.14,none,1
1138,2025-06-24,96,1011;1007;1008,3,3.85,email,1
1139,2025-06-24,102,1012;1023;1021;1024,4,12.67,none,1
1140,2025-06-24,224,1017;1003;1015;1019;1005,5,7.61,email,1
1141,2025-06-24,198,1027;1007;1026,3,6.84,email,1
1142,2025-06-24,104,1030;1027;1026;1025,4,16.78,none,0
1143,2025-06-24,141,1002;1001;1024;1010,4,6.2,none,1
1144,2025-06-24,129,1017;1023;1024;1013;1016;1008,6,10.12,none,1
1145,2025-06-24,251,1028;1018;1017;1001;1006,5,7.95,social,1
1146,2025-06-24,262,1002;1024;1001;1026,4,9.39,email,0
1147,2025-06-24,92,1028,1,3.8,none,0
1148,2025-06-24,13,1028;1019,2,7.34,none,0
1149,2025-06-24,292,1006;1012;1017,3,3.38,email,1
1150,2025-06-25,179,1016;1001;1030,3,12.33,social,0
1151,2025-06-25,32,1011;1012,2,2.51,none,1
1152,2025-06-25,181,1002;1018;1024;1004,4,7.44,email,0
1153,2025-06-25,135,1028;1002;1017;1024;1004,5,10.78,none,1
1154,2025-06-25,257,1023;1030,2,9.95,social,1
1155,2025-06-25,1,1002;1018;1001;1004;1025;1005,6,8.51,social,1
1156,2025-06-25,173,1028;1027;1029;1030,4,15.74,none,1
1157,2025-06-25,83,1011;1012;1008,3,4.59,none,0
1158,2025-06-25,173,1023;1007,2,3.75,social,1
1159,2025-06-25,171,1012;1010,2,2.57,none,1
1160,2025-06-25,11,1027;1005,2,3.57,none,1
1161,2025-06-25,218,1028;1008;1005,3,6.59,none,0
1162,2025-06-25,255,1024;1022,2,7.83,none,1
1163,2025-06-25,56,1012;1029,2,3.88,none,1
1164,2025-06-25,12,1012;1016;1014,3,4.5,none,0
1165,2025-06-25,150,1027;1026;1025,3,8.33,none,0
1166,2025-06-25,199,1026;1004;1007;1006;1016;1008,6,9.92,none,1
1167,2025-06-25,185,1002;1018;1024;1022;1021;1030,6,27.68,none,0
1168,2025-06-25,54,1002;1021,2,8.05,social,1
1169,2025-06-25,80,1013;1021;1029;1030,4,17.21,none,1
1170,2025-06-25,200,1019;1023;1021,3,13.92,social,0
1171,2025-06-25,172,1010;1009;1011;1013;1014,5,6.09,email,0
1172,2025-06-25,158,1012;1009;1027;1010,4,6.4,email,0
1173,2025-06-25,29,1004;1005,2,2.93,social,0
1174,2025-06-25,74,1002;1023;1024;1013;1012,5,8.83,none,1
1175,2025-06-25,237,1028;1021;1018;1008,4,14.13,email,0
1176,2025-06-25,246,1012;1009;1011;1010,4,4.01,social,1
1177,2025-06-25,28,1018;1013,2,2.63,social,0
1178,2025-06-25,9,1002;1020;1024;1025;1011;1019,6,13.3,none,1
1179,2025-06-25,218,1018;1012;1020,3,6.56,social,0
1180,2025-06-25,267,1019;1027;1026,3,9.76,social,0
1181,2025-06-25,106,1021;1019;1008;1004,4,14.79,social,0
1182,2025-06-25,161,1013;1021;1003,3,9.96,none,1
1183,2025-06-25,261,1009;1014;1020,3,5.47,none,1
1184,2025-06-25,110,1017;1026;1010;1011;1006,5,8.18,none,0
1185,2025-06-25,118,1028;1029;1020,3,10.91,email,0
1186,2025-06-25,235,1020;1025;1009;1030,4,15.29,email,0
1187,2025-06-25,229,1006;1012;1013;1024,4,5.86,none,0
1188,2025-06-25,207,1002;1018;1027;1026;1001;1003;1025,7,15.49,none,0
1189,2025-06-25,271,1030;1011;1003;1004,4,11.23,none,1
1190,2025-06-25,93,1002;1026;1001;1025;1003,5,10.01,none,1
1191,2025-06-25,27,1023;1001;1004,3,7.15,none,0
1192,2025-06-25,55,1028;1027;1025;1011;1019,5,13.77,social,0
1193,2025-06-25,209,1006;1011,2,1.92,none,1
1194,2025-06-25,20,1017;1027;1026;1010;1025;1007,6,12.59,none,0
1195,2025-06-25,287,1019;1007;1021;1015,4,12.46,email,1
1196,2025-06-25,211,1006;1014,2,2.15,email,0
1197,2025-06-25,103,1002;1010;1001;1024;1003,5,9.53,email,0
1198,2025-06-25,251,1017;1016,2,3.25,email,0
1199,2025-06-25,91,1017;1021,2,7.21,none,1
1200,2025-06-25,24,1011;1012,2,2.66,none,0
1201,2025-06-25,245,1023;1024;1029,3,8.29,none,0
1202,2025-06-25,70,1002;1017;1001;1025;1016,5,9.41,none,0
1203,2025-06-25,174,1019;1004;1021;1022,4,19.47,none,0
1204,2025-06-25,255,1018,1,1.15,email,0
1205,2025-06-25,200,1007;1008;1030,3,11.92,none,0
1206,2025-06-25,236,1028;1030;1029;1020,4,16.81,email,1
1207,2025-06-25,149,1002;1020;1001;1025,4,9.6,email,1
1208,2025-06-25,130,1011;1012;1014;1010,4,5.29,none,0
1209,2025-06-25,206,1011;1027;1014;1025,4,7.66,none,0
1210,2025-06-25,12,1018;1017;1016;1001;1014;1019,6,11.12,social,0
1211,2025-06-25,9,1012;1017;1011,3,3.63,none,1
1212,2025-06-25,289,1024;1020,2,6.19,none,0
1213,2025-06-25,144,1019;1023,2,6.67,none,0
1214,2025-06-25,164,1018;1004,2,3.22,none,0
1215,2025-06-25,135,1002;1010;1003,3,5.46,social,0
1216,2025-06-25,45,1002;1012;1003;1004,4,7.47,none,0
1217,2025-06-25,261,1006;1027;1026,3,7.14,none,0
1218,2025-06-25,136,1011;1009,2,1.68,email,1
1219,2025-06-26,284,1008;1026;1025,3,7.26,none,0
1220,2025-06-26,204,1030;1019;1017;1022,4,19.92,none,0
1221,2025-06-26,190,1002;1001;1029;1011;1021,5,15.66,none,0
1222,2025-06-26,234,1014;1024,2,3.35,none,0
1223,2025-06-26,198,1006;1017;1024;1020,4,8.43,email,0
1224,2025-06-26,182,1009;1010,2,2.06,none,0
1225,2025-06-26,198,1018;1017;1025;1007;1016,5,8.05,none,0
1226,2025-06-26,268,1023;1029;1020,3,10.24,none,0
1227,2025-06-26,83,1027;1026;1010;1025;1013,5,9.43,none,1
1228,2025-06-26,125,1027;1024;1025,3,7.23,none,0
1229,2025-06-26,153,1009;1023,2,3.19,none,1
1230,2025-06-26,81,1002;1025;1001;1004,4,7.79,social,1
1231,2025-06-26,73,1023;1024;1003;1013;1021,5,15.94,none,0
1232,2025-06-26,146,1028;1017;1022;1030,4,20.18,email,0
1233,2025-06-26,216,1028;1020;1022;1030,4,20.53,none,1
1234,2025-06-26,93,1021;1025,2,8.83,none,1
1235,2025-06-26,144,1018;1015;1016;1021;1022,5,17.99,social,0
1236,2025-06-26,151,1011;1007;1026;1006,4,7.0,social,0
1237,2025-06-26,92,1023;1024;1026,3,8.47,none,0
1238,2025-06-26,220,1011;1009;1012;1010,4,4.72,social,0
1239,2025-06-26,204,1029;1015,2,3.72,email,1
1240,2025-06-26,19,1017;1016;1029,3,5.27,none,1
1241,2025-06-26,208,1002;1017;1004;1015;1019,5,10.08,none,0
1242,2025-06-26,103,1018;1017;1026;1023;1015;1016,6,10.79,none,1
1243,2025-06-26,157,1013;1014;1010,3,4.11,email,0
1244,2025-06-26,180,1019;1023;1021;1024,4,13.85,none,1
1245,2025-06-26,15,1017;1008;1010,3,4.65,none,0
1246,2025-06-26,138,1027;1026;1020;1025;1008,5,11.72,email,1
1247,2025-06-26,96,1030;1003,2,10.41,none,0
1248,2025-06-26,51,1011;1012,2,2.66,none,0
1249,2025-06-26,175,1002;1007,2,3.28,none,1
1250,2025-06-26,277,1025;1009;1026;1003,4,6.81,none,1
1251,2025-06-26,180,1018;1009;1001;1025;1013;1014;1012,7,8.12,social,1
1252,2025-06-26,243,1018;1016,2,3.08,none,0
1253,2025-06-26,78,1012;1016;1024,3,5.1,email,1
1254,2025-06-26,78,1020;1023;1024;1014;1019;1021,6,19.99,email,1
1255,2025-06-26,230,1004;1008;1003,3,5.08,email,1
1256,2025-06-26,176,1009;1030,2,9.11,social,0
1257,2025-06-26,251,1024;1020,2,6.19,email,0
1258,2025-06-26,33,1029,1,3.04,social,0
1259,2025-06-26,131,1028;1002;1020;1029;1007,5,13.57,none,1
1260,2025-06-26,153,1006;1008;1005,3,3.25,social,1
1261,2025-06-26,85,1014;1025,2,3.34,none,0
1262,2025-06-26,44,1012;1027;1014;1026,4,7.54,none,1
1263,2025-06-26,163,1018;1017;1016,3,4.4,none,0
1264,2025-06-26,136,1007;1023;1022,3,11.28,email,0
1265,2025-06-26,184,1011;1022;1010,3,9.33,none,0
1266,2025-06-27,119,1012;1029,2,4.38,none,0
1267,2025-06-27,106,1018;1017;1020;1029;1019;1030,6,17.43,none,1
1268,2025-06-27,61,1029,1,3.04,none,0
1269,2025-06-27,65,1027;1026,2,6.22,social,0
1270,2025-06-27,140,1005,1,0.73,none,1
1271,2025-06-27,261,1029;1011;1015;1019;1030,5,17.4,none,0
1272,2025-06-27,181,1011;1001;1025,3,5.38,email,0
1273,2025-06-27,16,1028;1018;1027;1010;1020;1012,6,14.76,none,0
1274,2025-06-27,194,1002;1026;1023;1001;1024;1016;1022,7,18.59,email,1
1275,2025-06-27,147,1010;1022;1025,3,9.55,email,1
1276,2025-06-27,78,1005;1007;1003,3,3.7,none,1
1277,2025-06-27,200,1006;1007;1024,3,4.58,none,0
1278,2025-06-27,207,1002;1009;1024;1025;1007,5,6.88,email,1
1279,2025-06-27,119,1011;1017,2,2.64,none,0
1280,2025-06-27,162,1026;1027;1029,3,9.26,email,0
1281,2025-06-27,54,1027;1008;1025,3,6.42,email,1
1282,2025-06-27,59,1028;1030,2,12.25,none,0
1283,2025-06-27,296,1006;1013;1020,3,6.47,email,0
1284,2025-06-27,123,1007;1020,2,5.61,email,0
1285,2025-06-27,90,1023;1021,2,10.38,email,0
1286,2025-06-27,241,1015,1,0.91,none,1
1287,2025-06-27,274,1027;1026;1004;1025;1021,5,17.65,none,0
1288,2025-06-27,89,1004;1008;1003,3,5.96,social,0
1289,2025-06-27,9,1021;1026,2,10.47,none,0
1290,2025-06-27,216,1006;1008;1005,3,3.71,none,0
1291,2025-06-27,28,1009;1020,2,4.73,social,0
1292,2025-06-27,262,1019;1016,2,5.07,none,1
1293,2025-06-27,172,1002;1020;1001;1004;1016,5,9.98,social,1
1294,2025-06-27,27,1023;1026,2,6.35,none,0
1295,2025-06-27,260,1009;1030,2,9.11,none,0
1296,2025-06-27,277,1028;1030;1004;1005,4,13.64,email,1
1297,2025-06-27,213,1017;1020;1023;1021;1005,5,16.63,none,0
1298,2025-06-27,50,1018;1023;1011;1025,4,7.71,none,0
1299,2025-06-27,244,1014;1005,2,2.09,none,0
1300,2025-06-27,46,1012;1027;1014;1029,4,8.61,social,0
1301,2025-06-27,179,1015,1,1.05,email,0
1302,2025-06-28,41,1010;1009;1001;1025;1011;1013,6,7.34,email,1
1303,2025-06-28,223,1011;1009;1026;1025,4,7.31,social,0
1304,2025-06-28,264,1002;1027;1026;1001;1003;1021,6,17.35,social,1
1305,2025-06-28,163,1019;1023;1021;1020,4,17.99,social,0
1306,2025-06-28,99,1018;1017;1019;1015;1016;1030,6,17.44,email,0
1307,2025-06-28,195,1002;1024;1003,3,6.18,social,0
1308,2025-06-28,258,1020;1004,2,6.14,social,0
1309,2025-06-28,184,1009;1023;1024;1011;1007,5,8.1,none,1
1310,2025-06-28,82,1017;1020;1029;1025;1024;1022,6,17.13,none,1
1311,2025-06-28,270,1010;1011;1009;1020,4,6.28,social,1
1312,2025-06-28,239,1002;1018;1027;1026;1020,5,12.43,none,1
1313,2025-06-28,63,1009;1029,2,3.7,none,0
1314,2025-06-28,50,1002;1004;1015;1010,4,6.62,social,0
1315,2025-06-28,258,1028;1001,2,5.75,none,0
1316,2025-06-28,179,1009;1014,2,1.89,none,0
1317,2025-06-28,66,1029;1025;1004;1022;1006;1005,6,15.61,none,0
1318,2025-06-28,110,1023;1027;1021;1020,4,15.04,email,1
1319,2025-06-28,277,1002;1001;1024;1025,4,8.28,none,0
1320,2025-06-28,131,1027;1026;1029;1025;1015;1012,6,13.76,social,0
1321,2025-06-28,279,1026;1001;1004;1025;1006;1008;1005,7,12.26,none,1
